,Unnamed: 0.1,Unnamed: 0,month,year,region,id,count,title,rank,date,artist,url,acoustic,dance,energy,instrumental,loudness,mode,tempo,valence,explicit,lyrics,emotions,anger,love,sadness,emotions_id
208,208,5940,2,2018,United States,4ofvoCdXq99vpMZO4Cfp8x,22,Pray For Me (with Kendrick Lamar),3,2018-02-02,The Weeknd,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x,0.0805,0.728,0.668,1.49e-05,-5.02,1.0,100.537,0.162,True,"I'm always ready for a war again (a war again)
Go down that road again (that road again)
It's all the same (it's all the same)
You know I'll ride again (I'll ride again)
Tell me who's gon' save me from myself
When this life is all I know
Without you, I'm all alone
Who gon' pray for me? (Who gon' pray for me?)
Take my pain for me? (Take my pain for me?)
Save my soul for me? (Save my soul for me?)
'Cause I'm alone, you see ('cause I'm alone, you see)
If I'm gon' die for you (if I'm gon' die for you)
Then I spilled this blood for you, hey
I fight the world, I fight you, I fight myself
I fight God, just tell me how many burdens left
I fight pain and hurricanes, today I wept
I'm tryna fight back tears, flood on my doorsteps
Life a livin' hell, puddles of blood in the streets
Shooters on top of the building, government aid ain't relief
Earthquake, the body dropped, the ground breaks
The poor run with smoke lungs and Scarface
Who need a hero? (Hero)
You need a hero, look in the mirror, there go your hero
Who on the front lines at ground zero? (Hero)
My heart don't skip a beat, even when hard times bumps the needle
Mass destruction and mass corruption
The souls of sufferin' men
Clutchin' on deaf ears again, rapture is comin'
It's all prophecy and if I gotta be sacrificed for the greater good
Then that's what it gotta be
Just in case my faith go, I'll live by my own law
",approval,0.03033329243771732,0.06130439601838589,0.22281480976380408,0
209,209,5962,2,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,20,Look Alive (feat. Drake),10,2018-02-09,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,0.581,5.86e-05,-7.495,1.0,140.022,0.595,True,"Tay Keith, fuck these niggas on
Yeah, yeah (Ooh)
(6 God, BlocBoy, 6 God, BlocBoy, ooh)
901 Shelby Drive, look alive, look alive
Niggas came up on this side, now they on the other side
Oh well, fuck 'em dog, we gon' see how hard they ride
I get racks to go outside, and I split it with the guys
We up on the other side, niggas actin' like we tied
I've been gone since like July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide
'Cause I told them that we put that shit behind us, but I lied
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge
So it really ain't my mothafuckin' fault, man
I'm not to blame, man
This fucking industry is cutthroat, I'm not the same man
And I can let you check the tag, now
I'm rocking name brand
I'm only chasing after bags now
I got a game plan
And I'm out here whipping boots
700, three high fives, look alive, look alive
Bitch, come through, you, and you
I'ma get the money, Dr-Dr-Drizzy get the loot
Pull up with that Draco
Play with Drake and I'ma shoot
My weapon be an instrument
I'll blow you like a flute
Nigga play so he feeling it
Pull up broad day with a K, I ain't shivering
Drop a nigga like he littering
We at the door like we the delivery
He not a plug, he middle man
That-that nigga brown like cinnamon
I got the rounds like Sugar Ray Robinson
Shot to the chest have you gasping for oxygen
I'ma spray 'em, just like Febreeze
Came a long way from sitting in the nosebleeds
Now a nigga on the floor talking to the athletes
Man I'm so close to the game I could steal the stat sheet
",annoyance,0.42267382936552167,0.00959032797254622,0.005283227656036615,1
210,210,5982,3,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,0.0309,0.758,0.448,8.67e-05,-9.441,1.0,77.176,0.373,True,"Yeah, they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yuh
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 a.m. to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me
God's plan
I hold back, sometimes I won't, yuh
I feel good, sometimes I don't, ay, don't
I finessed down Weston Road, ay, 'nessed
Might go down a G.O.D., yeah, wait
I go hard on Southside G, yuh, wait
I make sure that north-side eat
And still
Bad things, it's a lot of bad things
Yuh, yes, yes
She said, ""Do you love me?"" I tell her, ""Only partly""
I only love Mahbed and my momma, I'm sorry
Fifty Dub, I even got it tatted on me
81, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
Imagine if I never met the broskies
I can't do this on my own, ay, no, ay
Someone watchin' this shit close, yep, close
I&#39;ve been me since Scarlett Road, ayy, road, ayy
",love,0.010860116221010685,0.7340313196182251,0.13181135058403015,0
211,211,6013,3,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,31,Look Alive (feat. Drake),3,2018-03-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,0.581,5.86e-05,-7.495,1.0,140.022,0.595,True,"Tay Keith, fuck these niggas on
Yeah, yeah (Ooh)
(6 God, BlocBoy, 6 God, BlocBoy, ooh)
901 Shelby Drive, look alive, look alive
Niggas came up on this side, now they on the other side
Oh well, fuck 'em dog, we gon' see how hard they ride
I get racks to go outside, and I split it with the guys
We up on the other side, niggas actin' like we tied
I've been gone since like July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide
'Cause I told them that we put that shit behind us, but I lied
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge
So it really ain't my mothafuckin' fault, man
I'm not to blame, man
This fucking industry is cutthroat, I'm not the same man
And I can let you check the tag, now
I'm rocking name brand
I'm only chasing after bags now
I got a game plan
And I'm out here whipping boots
700, three high fives, look alive, look alive
Bitch, come through, you, and you
I'ma get the money, Dr-Dr-Drizzy get the loot
Pull up with that Draco
Play with Drake and I'ma shoot
My weapon be an instrument
I'll blow you like a flute
Nigga play so he feeling it
Pull up broad day with a K, I ain't shivering
Drop a nigga like he littering
We at the door like we the delivery
He not a plug, he middle man
That-that nigga brown like cinnamon
I got the rounds like Sugar Ray Robinson
Shot to the chest have you gasping for oxygen
I'ma spray 'em, just like Febreeze
Came a long way from sitting in the nosebleeds
Now a nigga on the floor talking to the athletes
Man I'm so close to the game I could steal the stat sheet
",annoyance,0.42267382936552167,0.00959032797254622,0.005283227656036615,1
212,212,6044,3,2018,Canada,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,0.566,0.74,0.558,0.0,-8.115,1.0,140.057,0.421,True,"Damn, my AP goin' psycho, lil' mama bad like Michael
Can't really trust nobody with all this jewelry on you
My roof look like a no-show, got diamonds by the boatload
Come with the Tony Romo for clowns and all the bozos
Don't act like you my friend when I'm rollin' through my ends, though
You stuck in the friend zone, I tell that four-five the fifth, ayy
Hunnid bands inside my shorts, DeChino the shit, ayy
Try to stuff it all in, but it don't even fit, ayy
Know that I been with the shits ever since a jit, ayy
I made my first million, I'm like, ""Shit, this is it,"" ayy
30 for a walkthrough, man, we had that bitch lit, ayy
Had so many bottles, gave ugly girl a sip
Out the window of the Benzo, we get seen in the rent
And I'm like, ""Whoa
Man, my neck so goddamn cold""
Diamonds wet, my t-shirt soaked
I got homies, let it go, oh, oh-oh
My money thick, won't ever fold
She said, ""Can I have some to hold?""
And I can't ever tell you no
The AP goin' psycho, my Rollie goin' brazy
I'm hittin' lil' mama, she wanna have my babies
It's 50 on the pinky, chain so stanky
You should see the whip, promise I can take yo' bitch
Dolla ridin' in an old school Chevy, it's a drop top
Boolin' with a thot-thot, she gon' give me top-top
Just one switch, I can make the ass drop (hey)
Ayy, take you to the smoke shop
We gon' get high, ayy, we gon' hit Rodeo
Dial up Valentino, we gon' hit Pico
Take you where I'm from, take you to the slums
This ain't happen overnight, no, these diamonds real bright
Saint Laurent jeans, still in my Vans, though
All VVS, put you in a necklace
Girl, you look beautiful tonight
Stars on the roof, they're matching with the jewelry
",annoyance,0.41125277476385236,0.005674370098859072,0.014950245094951242,1
213,213,6075,3,2018,Canada,2ARqIya5NAuvFVHSN3bL0m,29,The Middle,9,2018-03-01,"Zedd, Maren Morris, Grey",https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,0.208,0.748,0.652,0.0,-3.02,1.0,106.914,0.431,False,"Take a seat, right over there, sat on the stairs
Stay or leave, the cabinets are bare, and I'm unaware
Of just how we got into this mess, got so aggressive
I know we meant all good intentions
So pull me closer
Why don't you pull me close?
Why don't you come on over?
I can't just let you go
Oh, baby, why don't you just meet me in the middle?
I'm losing my mind just a little
Oh, take a step back for a minute, into the kitchen
Floors are wet and taps are still running, dishes are broken
Looking at you, I can't lie
Just pouring out admission
Regardless of my objection, oh-oh
And it's not about my pride
I need you on my skin
Just come over, pull me in, just-
",annoyance,0.19456857442855835,0.007533602882176638,0.012708102352917194,1
214,214,6104,3,2018,Canada,3GCdLUSnKSMJhs4Tj6CV3s,29,All The Stars (with SZA),4,2018-03-01,Kendrick Lamar,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,0.0605,0.698,0.633,0.000194,-4.946,1.0,96.924,0.552,True,"Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
This may be the night that my dreams might let me know
All the stars are closer
Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword
Bring a morgue, but you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation
I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
Oh, you important?
You the moral to the story you endorsin'?
Motherfucker, I don't even like you
Corrupt a man's heart with a gift
That's how you find out who you dealin' with
A small percentage who I'm buildin' with
I want the credit if I'm losin' or I'm winnin'
On my momma, that's the realest shit
Skin covered in ego
Get to talkin', I get involved, like a rebound
Got no end game, got no result, got to stay down
It's the way that you making me feel like nobody ever loved me
Like you do, you do
You kinda feel like you tryin' to get away from me
If you do, I won't move
I just cry for no reason (reason), I just pray for no reason (reason)
I give thanks for the day
For the hours and another way, another life breathin'
I did it all 'cause it feel good
But wouldn't do it all if it feel bad
Better live your life
We are running out of time
",anger,0.5769774405052885,0.05773091223090887,0.04865841567516327,1
215,215,6133,3,2018,United Kingdom,08bNPGLD8AhKpnnERrAc6G,31,FRIENDS,5,2018-03-01,"Marshmello, Anne-Marie",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,0.205,0.626,0.88,0.0,-2.384,0.0,95.079,0.534,True,"Ooh, oh, ooh, oh
You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I know you since we were like ten, yeah
Don't mess it up, talkin' that shit
Only gonna push me away, that's it
Here we go again
Don't go look at me with that look in your eye
You really ain't goin' away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Have you got no shame? You lookin' insane
Turnin' up at my door
It's two in the mornin', the rain is pourin'
Haven't we been here before?
That's how you f- spell ""friends""
Get that shit inside your head
No, no, yeah, uh, ah
We're just friends
Mmm, ooh, ooh, ooh
Ah-oh, ah-oh, ah-oh
",anger,0.5547347068786621,0.009545991197228432,0.0029992139898240566,1
216,216,6164,3,2018,United Kingdom,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,0.0309,0.758,0.448,8.67e-05,-9.441,1.0,77.176,0.373,True,"Yeah, they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yuh
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 a.m. to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me
God's plan
I hold back, sometimes I won't, yuh
I feel good, sometimes I don't, ay, don't
I finessed down Weston Road, ay, 'nessed
Might go down a G.O.D., yeah, wait
I go hard on Southside G, yuh, wait
I make sure that north-side eat
And still
Bad things, it's a lot of bad things
Yuh, yes, yes
She said, ""Do you love me?"" I tell her, ""Only partly""
I only love Mahbed and my momma, I'm sorry
Fifty Dub, I even got it tatted on me
81, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
Imagine if I never met the broskies
I can't do this on my own, ay, no, ay
Someone watchin' this shit close, yep, close
I&#39;ve been me since Scarlett Road, ayy, road, ayy
",love,0.010860116221010685,0.7340313196182251,0.13181135058403015,0
217,217,6195,3,2018,United Kingdom,5CLGzJsGqhCEECcpnFQA8x,31,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",6,2018-03-01,Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,0.194,0.653,0.809,0.0,-4.057,1.0,92.213,0.55,False,"I know you moved onto someone new
Hope life is beautiful
You were the light for me to find my truth
I just wanna say, thank you
Leaving to find my soul, told her I had to go
And I know it ain't pretty when our hearts get broke
Too young to feel this old, watching us both turn cold
I hope someday we'll sit down together
And laugh with each other 'bout these days, these days
All our troubles, we'll lay to rest, and
We'll wish we could come back to these days, these days
Oh-oh, I know, I know
Three years of ups and downs, nothing to show for it now
And I know it ain't pretty when the fire burns out
Calling me when I'm drunk remind me of what I've done
And I know it ain't pretty when you're trying to move on, yeah
Cigarettes in the ashtray
Reminiscing on those past days
I thought you'd end up with my last name
But that changed
And I travelled around the world, think where you living at now?
I heard you moved to Austin, got a new apartment and settled down
And every once in a while I start texting
Write a paragraph, but then I delete the message
Think 'bout you like a past time
I could cry you a river, get you baptised or
I wasn't ready to act right
Used to always think I'd get you back, right?
They say that things fall apart (yeah)
We were gonna move to Brooklyn, you were gonna study art
Love is just a tool to remind us who we are
And that we are not alone when we're walking in the dark
",desire,0.03457718528807163,0.48541918210685253,0.1236053784377873,0
218,218,6226,3,2018,United Kingdom,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,0.566,0.74,0.558,0.0,-8.115,1.0,140.057,0.421,True,"Damn, my AP goin' psycho, lil' mama bad like Michael
Can't really trust nobody with all this jewelry on you
My roof look like a no-show, got diamonds by the boatload
Come with the Tony Romo for clowns and all the bozos
Don't act like you my friend when I'm rollin' through my ends, though
You stuck in the friend zone, I tell that four-five the fifth, ayy
Hunnid bands inside my shorts, DeChino the shit, ayy
Try to stuff it all in, but it don't even fit, ayy
Know that I been with the shits ever since a jit, ayy
I made my first million, I'm like, ""Shit, this is it,"" ayy
30 for a walkthrough, man, we had that bitch lit, ayy
Had so many bottles, gave ugly girl a sip
Out the window of the Benzo, we get seen in the rent
And I'm like, ""Whoa
Man, my neck so goddamn cold""
Diamonds wet, my t-shirt soaked
I got homies, let it go, oh, oh-oh
My money thick, won't ever fold
She said, ""Can I have some to hold?""
And I can't ever tell you no
The AP goin' psycho, my Rollie goin' brazy
I'm hittin' lil' mama, she wanna have my babies
It's 50 on the pinky, chain so stanky
You should see the whip, promise I can take yo' bitch
Dolla ridin' in an old school Chevy, it's a drop top
Boolin' with a thot-thot, she gon' give me top-top
Just one switch, I can make the ass drop (hey)
Ayy, take you to the smoke shop
We gon' get high, ayy, we gon' hit Rodeo
Dial up Valentino, we gon' hit Pico
Take you where I'm from, take you to the slums
This ain't happen overnight, no, these diamonds real bright
Saint Laurent jeans, still in my Vans, though
All VVS, put you in a necklace
Girl, you look beautiful tonight
Stars on the roof, they're matching with the jewelry
",annoyance,0.41125277476385236,0.005674370098859072,0.014950245094951242,1
219,219,6257,3,2018,United Kingdom,6QgjcU0zLnzq5OrUoSZ3OK,31,Feel It Still,8,2018-03-01,Portugal. The Man,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.801,0.795,0.000113,-5.115,0.0,79.028,0.754,False,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?
Ooh-woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Let me kick it like it's 1986, now
Got another mouth to feed
Leave it with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Might've had your fill, but you feel it still
We could fight a war for peace
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
We could wait until the walls come down
It's time to give a little to the kids in the middle
But, oh, until it falls won't bother me
Is it coming?
Yeah, your love is an abyss for my heart to eclipse, now
",approval,0.0054726446978747845,0.10745558887720108,0.003418526379391551,0
220,220,6288,3,2018,United States,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,0.0309,0.758,0.448,8.67e-05,-9.441,1.0,77.176,0.373,True,"Yeah, they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yuh
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 a.m. to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me
God's plan
I hold back, sometimes I won't, yuh
I feel good, sometimes I don't, ay, don't
I finessed down Weston Road, ay, 'nessed
Might go down a G.O.D., yeah, wait
I go hard on Southside G, yuh, wait
I make sure that north-side eat
And still
Bad things, it's a lot of bad things
Yuh, yes, yes
She said, ""Do you love me?"" I tell her, ""Only partly""
I only love Mahbed and my momma, I'm sorry
Fifty Dub, I even got it tatted on me
81, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
Imagine if I never met the broskies
I can't do this on my own, ay, no, ay
Someone watchin' this shit close, yep, close
I&#39;ve been me since Scarlett Road, ayy, road, ayy
",love,0.010860116221010685,0.7340313196182251,0.13181135058403015,0
221,221,6319,3,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,31,Look Alive (feat. Drake),3,2018-03-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,0.581,5.86e-05,-7.495,1.0,140.022,0.595,True,"Tay Keith, fuck these niggas on
Yeah, yeah (Ooh)
(6 God, BlocBoy, 6 God, BlocBoy, ooh)
901 Shelby Drive, look alive, look alive
Niggas came up on this side, now they on the other side
Oh well, fuck 'em dog, we gon' see how hard they ride
I get racks to go outside, and I split it with the guys
We up on the other side, niggas actin' like we tied
I've been gone since like July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide
'Cause I told them that we put that shit behind us, but I lied
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge
So it really ain't my mothafuckin' fault, man
I'm not to blame, man
This fucking industry is cutthroat, I'm not the same man
And I can let you check the tag, now
I'm rocking name brand
I'm only chasing after bags now
I got a game plan
And I'm out here whipping boots
700, three high fives, look alive, look alive
Bitch, come through, you, and you
I'ma get the money, Dr-Dr-Drizzy get the loot
Pull up with that Draco
Play with Drake and I'ma shoot
My weapon be an instrument
I'll blow you like a flute
Nigga play so he feeling it
Pull up broad day with a K, I ain't shivering
Drop a nigga like he littering
We at the door like we the delivery
He not a plug, he middle man
That-that nigga brown like cinnamon
I got the rounds like Sugar Ray Robinson
Shot to the chest have you gasping for oxygen
I'ma spray 'em, just like Febreeze
Came a long way from sitting in the nosebleeds
Now a nigga on the floor talking to the athletes
Man I'm so close to the game I could steal the stat sheet
",annoyance,0.42267382936552167,0.00959032797254622,0.005283227656036615,1
222,222,6350,3,2018,United States,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF,0.566,0.74,0.558,0.0,-8.115,1.0,140.057,0.421,True,"Damn, my AP goin' psycho, lil' mama bad like Michael
Can't really trust nobody with all this jewelry on you
My roof look like a no-show, got diamonds by the boatload
Come with the Tony Romo for clowns and all the bozos
Don't act like you my friend when I'm rollin' through my ends, though
You stuck in the friend zone, I tell that four-five the fifth, ayy
Hunnid bands inside my shorts, DeChino the shit, ayy
Try to stuff it all in, but it don't even fit, ayy
Know that I been with the shits ever since a jit, ayy
I made my first million, I'm like, ""Shit, this is it,"" ayy
30 for a walkthrough, man, we had that bitch lit, ayy
Had so many bottles, gave ugly girl a sip
Out the window of the Benzo, we get seen in the rent
And I'm like, ""Whoa
Man, my neck so goddamn cold""
Diamonds wet, my t-shirt soaked
I got homies, let it go, oh, oh-oh
My money thick, won't ever fold
She said, ""Can I have some to hold?""
And I can't ever tell you no
The AP goin' psycho, my Rollie goin' brazy
I'm hittin' lil' mama, she wanna have my babies
It's 50 on the pinky, chain so stanky
You should see the whip, promise I can take yo' bitch
Dolla ridin' in an old school Chevy, it's a drop top
Boolin' with a thot-thot, she gon' give me top-top
Just one switch, I can make the ass drop (hey)
Ayy, take you to the smoke shop
We gon' get high, ayy, we gon' hit Rodeo
Dial up Valentino, we gon' hit Pico
Take you where I'm from, take you to the slums
This ain't happen overnight, no, these diamonds real bright
Saint Laurent jeans, still in my Vans, though
All VVS, put you in a necklace
Girl, you look beautiful tonight
Stars on the roof, they're matching with the jewelry
",annoyance,0.41125277476385236,0.005674370098859072,0.014950245094951242,1
223,223,6381,3,2018,United States,3GCdLUSnKSMJhs4Tj6CV3s,29,All The Stars (with SZA),4,2018-03-01,Kendrick Lamar,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,0.0605,0.698,0.633,0.000194,-4.946,1.0,96.924,0.552,True,"Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
This may be the night that my dreams might let me know
All the stars are closer
Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword
Bring a morgue, but you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation
I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
Oh, you important?
You the moral to the story you endorsin'?
Motherfucker, I don't even like you
Corrupt a man's heart with a gift
That's how you find out who you dealin' with
A small percentage who I'm buildin' with
I want the credit if I'm losin' or I'm winnin'
On my momma, that's the realest shit
Skin covered in ego
Get to talkin', I get involved, like a rebound
Got no end game, got no result, got to stay down
It's the way that you making me feel like nobody ever loved me
Like you do, you do
You kinda feel like you tryin' to get away from me
If you do, I won't move
I just cry for no reason (reason), I just pray for no reason (reason)
I give thanks for the day
For the hours and another way, another life breathin'
I did it all 'cause it feel good
But wouldn't do it all if it feel bad
Better live your life
We are running out of time
",anger,0.5769774405052885,0.05773091223090887,0.04865841567516327,1
224,224,6410,3,2018,United States,2UVbBKQOdFAekPTRsnkzcf,26,Stir Fry,5,2018-03-01,Migos,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,0.00263,0.817,0.816,0.0,-5.402,1.0,181.982,0.508,True,"Whoo, whoo, whoo, whoo
Dance with my dogs in the night time (Wroof)
Trap niggas with the chickens like Popeyes (Popeyes)
Money changing colors like tie-dye (Tie-dye)
I am just tryna get it, I ain't trynna die (No)
She got a big ol' onion booty, make the world cry (Cry)
In the kitchen, wrist twistin' like it's stir-fry (Whip it)
Hold them bands down (Hey)
Hold your mans down (Hey)
Who told you come around? (Who?)
This that trap sound (Sound)
Designer clothes, fashion shows
Trap house, made of gold
Control the bag now (Control it)
No need to brag now
And put the mask down (Mask)
We living fast now (Fast)
Finest hoes, wrist froze
We can go, coast to coast
Keep watchin' me whip up, still be real and famous
(Woo, woo, woo, woo, wroof)
Offset
Make her whip it, intermission, let the birds fly (Brr)
I get money, tunnel vision through my third eye (Money)
In that skillet, watch me flip it like its Five Guys (Flip it)
Look at my drip, gon' take off the ceiling, look at the blue skys
Icy Patek check (Yeah)
Boogers, they sit on my neck (Ice)
I don't regret shit, yeah, I'm paid and I don't got no debt
You crawl 'fore you walk, you can ball every week
For my dogs 'hind the wall, we gon' ball when you free (Ball)
Stop watching me, democracy, you wanna copy me (You watchin')
Life's Monopoly, go cop me some land and property (Property)
AP, Rolls (Rolls)
Pink diamonds, whoa (Whoa)
Whip up the soda, diamonds off the Rolls
In the kitchen, curry chicken, callin' it stir-fry
Takeoff from the bird keeper, let the birds fly
Why you tryna take my prize, you a dead guy
Of course I gotta keep a watch out through my bird eye
No casket, drop dead fresh, and I got dead guys
Don't discriminate, ball players come in all sizes
Finger roll, post move or the pick and roll
They mad that way we win, they think we used a cheat code
Why'd you keep lookin' at me, I feel like nigga got static
It must be the Patek
Pockets blue cheese, I am in the kitchen
",annoyance,0.060081202536821365,0.003115063183940947,0.004785913915839046,1
225,225,6436,4,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,29,God's Plan,2,2018-04-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,0.0309,0.758,0.448,8.67e-05,-9.441,1.0,77.176,0.373,True,"Yeah, they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yuh
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 a.m. to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me
God's plan
I hold back, sometimes I won't, yuh
I feel good, sometimes I don't, ay, don't
I finessed down Weston Road, ay, 'nessed
Might go down a G.O.D., yeah, wait
I go hard on Southside G, yuh, wait
I make sure that north-side eat
And still
Bad things, it's a lot of bad things
Yuh, yes, yes
She said, ""Do you love me?"" I tell her, ""Only partly""
I only love Mahbed and my momma, I'm sorry
Fifty Dub, I even got it tatted on me
81, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
Imagine if I never met the broskies
I can't do this on my own, ay, no, ay
Someone watchin' this shit close, yep, close
I&#39;ve been me since Scarlett Road, ayy, road, ayy
",love,0.010860116221010685,0.7340313196182251,0.13181135058403015,0
226,226,6465,4,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,25,Look Alive (feat. Drake),8,2018-04-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,0.581,5.86e-05,-7.495,1.0,140.022,0.595,True,"Tay Keith, fuck these niggas on
Yeah, yeah (Ooh)
(6 God, BlocBoy, 6 God, BlocBoy, ooh)
901 Shelby Drive, look alive, look alive
Niggas came up on this side, now they on the other side
Oh well, fuck 'em dog, we gon' see how hard they ride
I get racks to go outside, and I split it with the guys
We up on the other side, niggas actin' like we tied
I've been gone since like July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide
'Cause I told them that we put that shit behind us, but I lied
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge
So it really ain't my mothafuckin' fault, man
I'm not to blame, man
This fucking industry is cutthroat, I'm not the same man
And I can let you check the tag, now
I'm rocking name brand
I'm only chasing after bags now
I got a game plan
And I'm out here whipping boots
700, three high fives, look alive, look alive
Bitch, come through, you, and you
I'ma get the money, Dr-Dr-Drizzy get the loot
Pull up with that Draco
Play with Drake and I'ma shoot
My weapon be an instrument
I'll blow you like a flute
Nigga play so he feeling it
Pull up broad day with a K, I ain't shivering
Drop a nigga like he littering
We at the door like we the delivery
He not a plug, he middle man
That-that nigga brown like cinnamon
I got the rounds like Sugar Ray Robinson
Shot to the chest have you gasping for oxygen
I'ma spray 'em, just like Febreeze
Came a long way from sitting in the nosebleeds
Now a nigga on the floor talking to the athletes
Man I'm so close to the game I could steal the stat sheet
",annoyance,0.42267382936552167,0.00959032797254622,0.005283227656036615,1
